Scenario_ID,Model,Scenario,Region,Variable,Unit,Year,Value
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.65751556965277
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,6.41449743035948
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.03857827927773
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,6.81658205731079
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.83404629746705
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity,EJ/yr,2010,5.51137358645438
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.30535329181671
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,39.9642194857055
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,7.40774297710312
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity,EJ/yr,2010,86.6344412017587
MESSAGEix-GLOBIOM 1.0 - CD-LINKS_NPi2020_400,MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.2432364153174
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5179921328297
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.74196783633076
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.69173397736236
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953041518
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425362941511
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91270702408887
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.2356476537033
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.23289515095901
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,World,Secondary Energy|Electricity,EJ/yr,2010,75.7823344173994
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.8989674317049
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5179921328297
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.74196783633076
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.69173397736236
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953041518
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425362941511
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91270702408887
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.2356476537033
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.23289515095901
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,World,Secondary Energy|Electricity,EJ/yr,2010,75.7823344173994
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.8989674317049
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5179921328297
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.74196783633076
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.69173397736236
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953041518
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425362941511
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91270702408887
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.2356476537033
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.23289515095901
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,World,Secondary Energy|Electricity,EJ/yr,2010,75.7823344173994
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.8989674317049
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5179921328297
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.74196783633076
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.69173397736236
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953041518
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425362941511
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91270702408887
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.2356476537033
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.23289515095901
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,World,Secondary Energy|Electricity,EJ/yr,2010,75.7823344173994
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.8989674317049
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5179921328297
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.74196783633076
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.69173397736236
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953041518
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425362941511
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91270702408887
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.2356476537033
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.23289515095901
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,World,Secondary Energy|Electricity,EJ/yr,2010,75.7823344173994
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.8989674317049
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5179921328297
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.74196783633076
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.69173397736236
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953041518
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425362941511
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91270702408887
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.2356476537033
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.23289515095901
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,World,Secondary Energy|Electricity,EJ/yr,2010,75.7823344173994
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.8989674317049
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5179921328297
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.74196783633076
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.69173397736236
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953041518
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425362941511
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91270702408887
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.2356476537033
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.23289515095901
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,World,Secondary Energy|Electricity,EJ/yr,2010,75.7823344173994
MESSAGEix-GLOBIOM_1.1 - EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.8989674317049
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.517992133
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.741967836
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.691733977
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425363
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.912707024
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.235647654
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.232895152
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,World,Secondary Energy|Electricity,EJ/yr,2010,75.78233442
MESSAGEix-GLOBIOM_1.1 - NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.89896743
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.517992133
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.741967836
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,4.691733977
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.00859953
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.42425363
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.761733866
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.912707024
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.153771048
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.235647654
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2010,8.232895152
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,World,Secondary Energy|Electricity,EJ/yr,2010,75.78233442
MESSAGEix-GLOBIOM_1.1 - NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,World,Secondary Energy|Electricity|Gas,EJ/yr,2010,16.89896743
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity,EJ/yr,2010,24.5436173685562
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.73488658883161
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2010,5.329862352567
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.35589318337581
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2010,5.6130051591
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2010,2.71462375900614
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity,EJ/yr,2010,4.91322166761544
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2010,1.14663787693659
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2010,36.8898241045736
