Year,Scenario_ID,Model,Scenario,Region,Variable,Unit,Value,Variable_clean,Variable_standardized
2065,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,137.112785,secondary energy|electricity,Electricity
2070,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,148.44233,secondary energy|electricity,Electricity
2075,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,154.20047,secondary energy|electricity,Electricity
2080,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,159.95861,secondary energy|electricity,Electricity
2085,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,163.81619,secondary energy|electricity,Electricity
2090,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,167.67377,secondary energy|electricity,Electricity
2095,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,169.20638,secondary energy|electricity,Electricity
2100,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity,EJ/yr,170.73899,secondary energy|electricity,Electricity
2010,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,4.75118,secondary energy|electricity,Electricity
2015,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,5.49619,secondary energy|electricity,Electricity
2020,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,6.2412,secondary energy|electricity,Electricity
2025,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,7.1648,secondary energy|electricity,Electricity
2030,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,8.0884,secondary energy|electricity,Electricity
2035,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,10.19915,secondary energy|electricity,Electricity
2040,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,12.3099,secondary energy|electricity,Electricity
2045,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,14.84001,secondary energy|electricity,Electricity
2050,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,17.37012,secondary energy|electricity,Electricity
2055,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,19.623055,secondary energy|electricity,Electricity
2060,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,21.87599,secondary energy|electricity,Electricity
2065,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,24.29239,secondary energy|electricity,Electricity
2070,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,26.70879,secondary energy|electricity,Electricity
2075,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,29.378515,secondary energy|electricity,Electricity
2080,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,32.04824,secondary energy|electricity,Electricity
2085,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,34.606570000000005,secondary energy|electricity,Electricity
2090,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,37.1649,secondary energy|electricity,Electricity
2095,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,40.975435000000004,secondary energy|electricity,Electricity
2100,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity,EJ/yr,44.78597,secondary energy|electricity,Electricity
2010,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,5.68138,secondary energy|electricity,Electricity
2015,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,6.840345,secondary energy|electricity,Electricity
2020,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,7.99931,secondary energy|electricity,Electricity
2025,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,9.66804,secondary energy|electricity,Electricity
2030,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,11.33677,secondary energy|electricity,Electricity
2035,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,14.584174999999998,secondary energy|electricity,Electricity
2040,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,17.83158,secondary energy|electricity,Electricity
2045,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,24.29394,secondary energy|electricity,Electricity
2050,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,30.7563,secondary energy|electricity,Electricity
2055,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,39.053165,secondary energy|electricity,Electricity
2060,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,47.35003,secondary energy|electricity,Electricity
2065,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,59.601485,secondary energy|electricity,Electricity
2070,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,71.85294,secondary energy|electricity,Electricity
2075,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,84.794565,secondary energy|electricity,Electricity
2080,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,97.73619,secondary energy|electricity,Electricity
2085,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,109.286395,secondary energy|electricity,Electricity
2090,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,120.8366,secondary energy|electricity,Electricity
2095,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,137.470515,secondary energy|electricity,Electricity
2100,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,154.10443,secondary energy|electricity,Electricity
2010,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,35.76367,secondary energy|electricity,Electricity
2015,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,37.283215,secondary energy|electricity,Electricity
2020,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,38.80276,secondary energy|electricity,Electricity
2025,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,39.620045000000005,secondary energy|electricity,Electricity
2030,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,40.43733,secondary energy|electricity,Electricity
2035,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,45.87469,secondary energy|electricity,Electricity
2040,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,51.31205,secondary energy|electricity,Electricity
2045,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,59.17575499999995,secondary energy|electricity,Electricity
2050,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,67.0394599999999,secondary energy|electricity,Electricity
2055,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,78.07632999999996,secondary energy|electricity,Electricity
2060,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,89.1132,secondary energy|electricity,Electricity
2065,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,94.96016,secondary energy|electricity,Electricity
2070,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,100.80712,secondary energy|electricity,Electricity
2075,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,102.509755,secondary energy|electricity,Electricity
2080,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,104.21239,secondary energy|electricity,Electricity
2085,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,105.94861,secondary energy|electricity,Electricity
2090,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,107.68483,secondary energy|electricity,Electricity
2095,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,108.056525,secondary energy|electricity,Electricity
2100,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,OECD Countries,Secondary Energy|Electricity,EJ/yr,108.42822,secondary energy|electricity,Electricity
2010,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.07766999999999,secondary energy|electricity,Electricity
2015,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.385634999999995,secondary energy|electricity,Electricity
2020,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.6936,secondary energy|electricity,Electricity
2025,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,6.1478649999999995,secondary energy|electricity,Electricity
2030,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,6.60213,secondary energy|electricity,Electricity
2035,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,7.6025749999999945,secondary energy|electricity,Electricity
2040,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,8.60301999999999,secondary energy|electricity,Electricity
2045,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,9.976924999999994,secondary energy|electricity,Electricity
2050,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,11.35083,secondary energy|electricity,Electricity
2055,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,13.036484999999999,secondary energy|electricity,Electricity
2060,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,14.72214,secondary energy|electricity,Electricity
2065,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,15.6412,secondary energy|electricity,Electricity
2070,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,16.56026,secondary energy|electricity,Electricity
2075,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,16.736855,secondary energy|electricity,Electricity
2080,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,16.91345,secondary energy|electricity,Electricity
2085,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,17.380355,secondary energy|electricity,Electricity
2090,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,17.84726,secondary energy|electricity,Electricity
2095,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,18.99925,secondary energy|electricity,Electricity
2100,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,20.15124,secondary energy|electricity,Electricity
2010,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,75.461,secondary energy|electricity,Electricity
2015,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,85.15299999999999,secondary energy|electricity,Electricity
2020,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,94.845,secondary energy|electricity,Electricity
2025,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,104.364,secondary energy|electricity,Electricity
2030,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,113.883,secondary energy|electricity,Electricity
2035,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,137.2235,secondary energy|electricity,Electricity
2040,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,160.564,secondary energy|electricity,Electricity
2045,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,192.6745,secondary energy|electricity,Electricity
2050,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,224.785,secondary energy|electricity,Electricity
2055,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,261.816,secondary energy|electricity,Electricity
2060,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,298.847,secondary energy|electricity,Electricity
2065,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,331.609,secondary energy|electricity,Electricity
2070,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,364.371,secondary energy|electricity,Electricity
2075,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,387.6195,secondary energy|electricity,Electricity
2080,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,410.868,secondary energy|electricity,Electricity
2085,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,431.0375,secondary energy|electricity,Electricity
2090,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,451.207,secondary energy|electricity,Electricity
2095,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,474.70799999999997,secondary energy|electricity,Electricity
2100,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,498.209,secondary energy|electricity,Electricity
2010,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.53254,secondary energy|electricity|gas,Electricity|Gas
2015,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,3.1376999999999997,secondary energy|electricity|gas,Electricity|Gas
2020,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,3.74286,secondary energy|electricity|gas,Electricity|Gas
2025,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,5.36444,secondary energy|electricity|gas,Electricity|Gas
2030,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,6.98602,secondary energy|electricity|gas,Electricity|Gas
2035,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,3.763445,secondary energy|electricity|gas,Electricity|Gas
2040,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.54087,secondary energy|electricity|gas,Electricity|Gas
2045,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.528135,secondary energy|electricity|gas,Electricity|Gas
2050,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.5154,secondary energy|electricity|gas,Electricity|Gas
2055,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.439055,secondary energy|electricity|gas,Electricity|Gas
2060,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.36271,secondary energy|electricity|gas,Electricity|Gas
2065,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.20245,secondary energy|electricity|gas,Electricity|Gas
2070,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.04219,secondary energy|electricity|gas,Electricity|Gas
2075,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.021095,secondary energy|electricity|gas,Electricity|Gas
2080,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.27386,secondary energy|electricity|gas,Electricity|Gas
2015,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.955695,secondary energy|electricity|gas,Electricity|Gas
2020,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2.63753,secondary energy|electricity|gas,Electricity|Gas
2025,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2.284595,secondary energy|electricity|gas,Electricity|Gas
2030,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.93166,secondary energy|electricity|gas,Electricity|Gas
2035,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.0369,secondary energy|electricity|gas,Electricity|Gas
2040,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.14214,secondary energy|electricity|gas,Electricity|Gas
2045,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0990349999999995,secondary energy|electricity|gas,Electricity|Gas
2050,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.055929999999999,secondary energy|electricity|gas,Electricity|Gas
2055,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0474299999999995,secondary energy|electricity|gas,Electricity|Gas
2060,MESSAGE-GLOBIOM 1.0 - SSP2-19,MESSAGE-GLOBIOM 1.0,SSP2-19,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.03893,secondary energy|electricity|gas,Electricity|Gas
